"Location Number","Location Name","Location Type","Address 1","Address 2","City","State","Zip Code","Telephone Number","District","Servicing Locations","Physical Close Date","Last Modified Date","Latitude","Longitude"
"3112","IHA MARKET 12","Store","2401 N MAYFAIR RD","","WAUWATOSA","WI - Wisconsin","53226","800-548-0028","MISCELLANEOUS","710;70;777;65;610;1372","05/02/2024","08/08/2024","43.06312095","-88.04842929344898"
"29","RACINE WI","Store","2710 S Green Bay Rd","","Racine","WI - Wisconsin","53406","262-551-0074","MM 372 Southridge","710;87;777;65;610;1372","","11/28/2024","42.7001874","-87.8556759"
"892","JANESVILLE WI","Store","2850 Deerfield Dr","","Janesville","WI - Wisconsin","53546","608-758-2156","MM 440 W Madison","710;87;777;65;610;1372","","11/28/2024","42.7162382","-88.97814700373559"
"59","EAST MADISON WI","Store","2452 E Springs Dr","East Town","Madison","WI - Wisconsin","53704","608-242-0701","MM 440 W Madison","710;87;777;65;610;1372","","11/28/2024","43.1296362","-89.298803"
"208","WEST MADISON WI","Store","7357 W Towne Way","","Madison","WI - Wisconsin","53719","608-829-1188","MM 440 W Madison","710;87;777;65;610;1372","","11/28/2024","43.0555618","-89.51116335361607"
"28","GREEN BAY WI","Store","825 Pilgrim Way","Ste A","Green Bay","WI - Wisconsin","54304","920-494-2950","MM 373 Appleton","710;87;777;65;610;1372","","11/28/2024","44.4812717","-88.0688795"
"399","WAUSAU WI","Store","226480 Rib Mountain Dr","RM 399","Wausau","WI - Wisconsin","54401","715-241-0711","MM 378 Wausau","78;87;777;65;610;1372","","11/28/2024","44.9226616","-89.6550857"
"1052","STEVENS POINT WI","Store","1145 Commons Cir","","Plover","WI - Wisconsin","54467","715-344-0566","MM 378 Wausau","78;87;777;65;610;1372","","11/28/2024","44.49429805","-89.51667002969083"
"18","LA CROSSE WI","Store","9420 State Road 16","Pralle Center","Onalaska","WI - Wisconsin","54650","608-783-0100","MM 378 Wausau","78;87;777;65;610;1372","","11/28/2024","0.0","0.0"
"40","EAU CLAIRE WI","Store","4090 Commonwealth Ave","","Eau Claire","WI - Wisconsin","54701","715-833-0666","MM 378 Wausau","78;87;777;65;610;1372","","11/28/2024","44.77354055","-91.43203297735654"
"1890","OSHKOSH WI","Store","1550 S Koeller St","","Oshkosh","WI - Wisconsin","54902","920-424-8079","MM 373 Appleton","710;87;777;65;610;1372","","11/28/2024","44.0039449","-88.57995395039362"
"27","APPLETON WI","Store","4240 W Wisconsin Ave","","Appleton","WI - Wisconsin","54913","920-739-8319","MM 373 Appleton","710;87;777;65;610;1372","","11/28/2024","44.27520935","-88.47073672442325"
"10","MAPLEWOOD MN","Store","1795 County Rd D E","","Maplewood","MN - Minnesota","55109","651-704-1901","MMkt 202 Oakdale","78;87;777;65;610;1372","","11/28/2024","0.0","0.0"
"7","ROSEVILLE MN","Store","1643 County Road B2","","Roseville","MN - Minnesota","55113","651-746-0538","MMkt 202 Oakdale","78;87;777;65;610;1372","","11/28/2024","45.0162252","-93.1678252"
"1055","EAGAN MN","Store","1235 Town Centre Dr","","Eagan","MN - Minnesota","55123","651-365-0540","MMkt 203 Richfield","78;87;777;65;610;1372","","11/28/2024","44.833076649999995","-93.15580978454878"
"245","APPLE VALLEY MN","Store","15300 Cedar Ave","","Apple Valley","MN - Minnesota","55124","952-431-2466","MISCELLANEOUS","78;87;777;65;610;1372","03/02/2024","08/08/2024","44.72886355","-93.21396473972864"
"15","OAKDALE MN","Store","8301 3rd St N","","Oakdale","MN - Minnesota","55128","651-739-1899","MMkt 202 Oakdale","78;87;777;65;610;1372","","11/28/2024","44.9496263","-92.93715341158492"
"4","MINNETONKA MN","Store","13513 Ridgedale Dr","","Hopkins","MN - Minnesota","55305","952-544-0377","MMkt 200 Minnetonka","78;87;777;65;610;1372","","11/28/2024","44.96991395","-93.44932699522359"
"8","BURNSVILLE MN","Store","1600 County Road 42 W","","Burnsville","MN - Minnesota","55337","952-435-9379","MMkt 203 Richfield","78;87;777;65;610;1372","","11/26/2024","44.74662119095478","-93.29905992462312"
"611","EDEN PRAIRIE MN","Store","11600 Leona Rd","","Eden Prairie","MN - Minnesota","55344","952-941-5149","MMkt 203 Richfield","78;87;777;65;610;1372","","11/28/2024","44.8608789","-93.42462740841289"
"966","BB.COM - SERVICES","Store","7075 FLYING CLOUD DR","","EDEN PRAIRIE","MN - Minnesota","55344","999-999-9999","BESTBUY.COM","78;70;72;65;610;965","","08/08/2024","44.87387561455045","-93.41276303552894"
"982","TEST SERVICE CENTER","Store","7075 Flying Cloud Dr","","Eden Prairie","MN - Minnesota","55344","612-947-2000","Wisconsin","78;70;72;65;60;90","","08/08/2024","44.87387561455045","-93.41276303552894"
"997","MOCK-UP CENTER","Store","7075 FLYING CLOUD DRIVE","","EDEN PRAIRIE","MN - Minnesota","55344","612-947-2000","Wisconsin","78;70;72;65;60","","08/08/2024","44.87387561455045","-93.41276303552894"
"2644","EDEN PRAIRIE OUTLET","Store","14675 Martin Dr","Ste 150","Eden Prairie","MN - Minnesota","55344","651-286-2335","MMkt 203 Richfield","78;87;777;65;610;1372","","11/28/2024","44.8626801","-93.46296956808331"
"329","MAPLE GROVE MN","Store","12905 Elm Creek Blvd N","","Maple Grove","MN - Minnesota","55369","763-416-6300","MMkt 200 Minnetonka","78;87;777;65;610;1372","","11/28/2024","45.095465540327226","-93.44529905218612"
"1463","SHAKOPEE MN","Store","8100 Old Carriage Ct","","Shakopee","MN - Minnesota","55379","952-233-0387","MISCELLANEOUS","78;87;777;65;610;1372","03/04/2023","08/08/2024","44.77662182029125","-93.4162143837493"
"2186","YB National Sales","Store","219 N 2nd St","Ste 401","Minneapolis","MN - Minnesota","55401","999-999-9999","MISCELLANEOUS","78;87;777;65;610;1372","","06/25/2024","44.984701061224484","-93.27059097959184"
"8215","SatRtl Mpls Conv Cnt","Store","1301 Second Ave S","","Minneapolis","MN - Minnesota","55403","999-999-9999","MISCELLANEOUS","78;87;777;65;610;1372","01/20/2024","07/06/2024","0.0","0.0"
"281","RICHFIELD MN","Store","1000 West 78th St","","Minneapolis","MN - Minnesota","55423","612-861-3917","MMkt 203 Richfield","78;87;777;65;610;1372","","11/28/2024","44.8632218","-93.29288432919495"
"960","BESTBUY.COM","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","888-237-8289","BESTBUY.COM","78;87;72;65;965","","11/24/2024","44.86401685","-93.30657965276092"
"972","BBFB DRC","Store","7601 PENN AVE SOUTH","","RICHFIELD","MN - Minnesota","55423","888-237-8289","CORPORATE","78;70;777;65;60;1372","","08/08/2024","44.86401685","-93.30657965276092"
"973","BBY DIRECT BUS EDUC","Store","7601 PENN AVE SOUTH","","RICHFIELD","MN - Minnesota","55423","888-237-8289","CORPORATE","78;70;777;65;60;1372","","08/08/2024","44.86401685","-93.30657965276092"
"1308","GOV ED SETTLEMENTS","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;70;777;65;60;1372","","08/08/2024","44.86401685","-93.30657965276092"
"1309","GOV ED ACTIVATIONS","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;70;777;65;60;1372","","08/08/2024","44.86401685","-93.30657965276092"
"1310","GK SQD BUS CONTRACTS","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;70;777;65;60;1372","","08/08/2024","44.86401685","-93.30657965276092"
"1324","ECC NCO JOPLIN #1324","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","888-237-8289","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","44.86401685","-93.30657965276092"
"1326","RICHFIELD ECC","Store","7601 PENN AVE S","D6","RICHFIELD","MN - Minnesota","55423","888-237-8289","MISCELLANEOUS","75;77;777;65;67;1372","","08/08/2024","44.86401685","-93.30657965276092"
"1329","BBZ001ZOOM","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;717;777;65;60;1372","","08/08/2024","44.86401685","-93.30657965276092"
"1638","GEEK SQUAD STORE","Store","7601 Penn Ave S","","Minneapolis","MN - Minnesota","55423","208-248-9840","MISCELLANEOUS","78;87;777;65;610;1372","","08/28/2024","44.903342223784634","-93.3086554971951"
"2320","AMAZON MARKETPLACE","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","BESTBUY.COM","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2354","GOOGLE EXPRESS","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","BESTBUY.COM","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2355","EBAY MARKETPLACE","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","BESTBUY.COM","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2425","BBY.COM RECURR TRANS","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","888-237-8289","BESTBUY.COM","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2463","INCOMM AAA","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2498","MAG LKVLLE PROTOTYPE","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;87;777;65;610;1372","04/02/2024","08/08/2024","44.86401685","-93.30657965276092"
"2547","BBY PARTNER PLUS","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","BESTBUY.COM","78;87;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2598","VE TP Philippines","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","800-223-8289","D132","710;87;777;65;610;1372","","06/25/2024","44.86401685","-93.30657965276092"
"2599","VE Alorica Panama","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9999","D132","78;87;777;65;610;1372","","06/25/2024","44.86401685","-93.30657965276092"
"2610","APPLE CARE","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","800-433-5778","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2611","GEEK SQD EXC SUPRT","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","866-613-9853","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2649","INTEGRATED RETURNS","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","888-237-8289","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2661","BBCC 24 7","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","612-291-1000","MISCELLANEOUS","78;77;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2662","BBCC Sitel","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","612-291-1000","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2663","BBCC Wipro","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","612-291-1000","MISCELLANEOUS","78;70;777;65;610;1370","","08/08/2024","44.86401685","-93.30657965276092"
"2664","BBCC Accenture","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","612-291-1000","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2665","CUSTOMER ADV HUB","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","612-291-1000","MISCELLANEOUS","78;87;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2668","ADMIN AND LAB","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","612-291-1000","MISCELLANEOUS","78;87;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"2674","BBCC Sales Chat","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;87;777;65;610;1372","","06/25/2024","44.86401685","-93.30657965276092"
"2675","BBCC Care Chat","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9998","MISCELLANEOUS","78;87;777;65;610;1372","","06/25/2024","44.86401685","-93.30657965276092"
"2676","VE 247 India Voice","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9999","D132","2605;725;777;65;624;1373","","06/25/2024","44.86401685","-93.30657965276092"
"2677","VE 247 India Chat","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9999","D132","710;87;777;65;610;1372","","06/25/2024","44.86401685","-93.30657965276092"
"2690","PACIFIC SALES .COM","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9999","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"3111","IHA MARKET 11","Store","7601 PENN AVE S","DESK B6-624","RICHFIELD","MN - Minnesota","55423","888-237-8289","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"7003","RP Lively","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9999","Retail Programs","78;87;777;65;610;1372","","10/29/2024","44.86401685","-93.30657965276092"
"7977","BBFB GOVERNMENT","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","CORPORATE","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"7978","BBFB DIRECT","Store","7601 PENN AVE S","","RICHFIELD","MN - Minnesota","55423","999-999-9999","CORPORATE","78;70;777;65;610;1372","","08/08/2024","44.86401685","-93.30657965276092"
"8999","Satellite Retail COE","Store","7601 Penn Ave S","","Richfield","MN - Minnesota","55423","999-999-9999","Satellite Retail","78;87;777;65;610;1372","01/20/2024","08/08/2024","44.86401685","-93.30657965276092"
"2172","YB St Louis Park, MN","Store","8215 Hwy 7","","St Louis Park","MN - Minnesota","55426","999-999-9999","MISCELLANEOUS","78;87;777;65;610;1372","","06/25/2024","44.94474568619612","-93.34287689641626"
"11","NORTHTOWN MN","Store","300 Northtown Dr NE","","Blaine","MN - Minnesota","55434","763-780-8668","MISCELLANEOUS","78;87;777;65;610;1372","03/04/2023","08/08/2024","45.1275155","-93.2619881"
"2696","BLAINE OUTLET","Store","300 Northtown Dr NE","","Blaine","MN - Minnesota","55434","763-367-1281","MMkt 202 Oakdale","78;87;777;65;610;1372","","11/28/2024","45.1275155","-93.2619881"
"60","MPLS SERVICE","Store","6203 B West 111th St","","Bloomington","MN - Minnesota","55438","952-885-4580","Wisconsin","78;87;72;65;60","","08/28/2024","44.80213403957293","-93.36355887844364"
"1248","BLOOM SALE EVENT","Store","6205 W 111TH ST","","BLOOMINGTON","MN - Minnesota","55438","999-999-9999","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.802044191799105","-93.36226343299847"
"1680","MINNEAPOLIS FLD SVC","Store","6150 W 110TH ST","STE A","BLOOMINGTON","MN - Minnesota","55438","952-637-6621","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.80436206711409","-93.36013638255034"
"2490","BLOOM SEC MKT WH","Store","6203(B) WEST 111TH ST","","BLOOMINGTON","MN - Minnesota","55438","999-999-9999","MISCELLANEOUS","78;70;777;65;610;1372","","08/08/2024","44.80213403957293","-93.36355887844364"
"2667","VIRTUAL EXPERIENCE","Store","6205 W 111th St","","Minneapolis","MN - Minnesota","55438","999-999-9999","D132","78;87;777;65;610;1372","","08/08/2024","0.0","0.0"
"540","COON RAPIDS MN","Store","12633 Riverdale Blvd NW","","Coon Rapids","MN - Minnesota","55448","763-422-0032","MMkt 200 Minnetonka","78;87;777;65;610;1372","","11/28/2024","45.2010239","-93.3485732"
"43","DULUTH MN","Store","5105 Burning Tree Rd","","Duluth","MN - Minnesota","55811","218-722-8767","MM 205 North Dakota","78;87;777;65;610;1372","","11/28/2024","46.8087522","-92.1699628"
"14","ROCHESTER MN","Store","4050 Hwy 52 N","Maplewood Square","Rochester","MN - Minnesota","55901","507-281-5855","MMkt 206 Rochester","78;87;777;65;610;1372","","11/28/2024","0.0","0.0"
"330","MANKATO MN","Store","1895 Adams St","","Mankato","MN - Minnesota","56001","507-344-1001","MMkt 206 Rochester","78;87;777;65;610;1372","","11/28/2024","44.16945735","-93.94996586839406"
"12","ST CLOUD MN","Store","4130 W Division St","","Saint Cloud","MN - Minnesota","56301","320-259-5208","MM 205 North Dakota","78;87;777;65;610;1372","","11/28/2024","45.553757011414895","-94.18109886379813"
"522","BAXTER MN","Store","14555 Edgewood Dr","","Baxter","MN - Minnesota","56425","218-828-0700","MM 205 North Dakota","78;87;777;65;610;1372","","11/28/2024","46.3630903","-94.2461998"
"17","SIOUX FALLS SD","Store","2101 W 41st St","Ste 3","Sioux Falls","SD - South Dakota","57105","605-334-0003","MM 368 Sioux Falls","78;77;777;65;610;1372","","11/28/2024","43.5126624","-96.7532896"
"861","RAPID CITY SD","Store","2320 N Haines Ave","","Rapid City","SD - South Dakota","57701","605-341-8220","MM 380 Rapid City","79;77;777;65;69;1373","","11/28/2024","44.107567199694394","-103.2217695768631"
"13","FARGO ND","Store","3902 13th Ave S","Ste 600","Fargo","ND - North Dakota","58103","701-277-1250","MM 205 North Dakota","78;87;777;65;610;1372","","11/28/2024","46.8589788","-96.8451989"
"337","GRAND FORKS ND","Store","3751 32nd Ave S","","Grand Forks","ND - North Dakota","58201","701-775-2784","MM 205 North Dakota","78;87;777;65;610;1372","","11/28/2024","47.888797100000005","-97.08178696042685"
"1012","BISMARCK ND","Store","1207 W Century Ave","","Bismarck","ND - North Dakota","58503","701-250-0577","MM 205 North Dakota","78;87;777;65;610;1372","","11/28/2024","46.83110465","-100.81080002795338"
"1063","MINOT ND","Store","1018 24th Ave SW","","Minot","ND - North Dakota","58701","701-857-4007","MM 205 North Dakota","78;87;777;65;610;1372","","11/28/2024","48.207879000000005","-101.30813265060277"
"592","BILLINGS MT","Store","2450 King Ave W","Ste A","Billings","MT - Montana","59102","406-656-3534","MM 275 Westminster","79;725;777;65;69;1373","","11/28/2024","45.7540957","-108.578246"
"1264","BOZEMAN MT","Store","2155 Cattail St","","Bozeman","MT - Montana","59718","404-602-6059","MM 275 Westminster","79;725;777;65;69;1373","","11/28/2024","45.707579368635585","-111.06661632336382"
"593","MISSOULA MT","Store","2640 N Reserve St","Ste 4","Missoula","MT - Montana","59808","406-829-0409","MM 264 Missoula","734;725;777;65;630;1373","","11/28/2024","46.88917455","-114.03659193389831"
"1016","KALISPELL MT","Store","2407 Highway 93 N","","Kalispell","MT - Montana","59901","406-752-1300","MM 264 Missoula","734;725;777;65;630;1373","","11/28/2024","0.0","0.0"
"303","ARLINGTON HEIGHTS IL","Store","615 E Palatine Rd","","Arlington Heights","IL - Illinois","60004","847-590-9849","MM 443 Schaumburg","710;87;777;65;610;1372","","11/28/2024","42.11004565616667","-87.98915773256986"
"315","CRYSTAL LAKE IL","Store","5880 Northwest Hwy","RM A","Crystal Lake","IL - Illinois","60014","815-459-7874","MM 450 Gurnee","710;87;777;65;610;1372","","11/28/2024","42.2277907","-88.3147537"
"8218","SatRtl Hyatt OHare","Store","9300 Bryn Mawr Ave","","Rosemont","IL - Illinois","60018","999-999-9999","MISCELLANEOUS","710;87;777;65;610;1372","01/20/2024","07/06/2024","41.9813446","-87.85892682429541"
"849","GURNEE IL","Store","6525 Grand Ave","","Gurnee","IL - Illinois","60031","847-406-3914","MM 450 Gurnee","710;87;777;65;610;1372","","11/28/2024","42.3815037","-87.9658613"
"2179","YB Highland Park IL","Store","83 Skokie Valley Rd","","Highland Park","IL - Illinois","60035","999-999-9999","MISCELLANEOUS","710;87;777;65;610;1372","","06/25/2024","42.1541256","-87.8022759"
"647","KILDEER IL","Store","20771 N Rand Rd","Bldg J","Kildeer","IL - Illinois","60047","847-438-6905","MISCELLANEOUS","710;87;777;65;610;1372","03/02/2024","08/08/2024","42.1652944","-88.05773400384837"
"2267","BRIGHTSTAR SERVICE","Store","1950 USG DR","DEPT #1600","LIBERTYVILLE","IL - Illinois","60048","999-999-9999","MISCELLANEOUS","710;87;777;65;610;1372","","08/08/2024","42.29518202192962","-87.99920347605716"
"318","VERNON HILLS IL","Store","701 N Milwaukee Ave","Ste 152","Vernon Hills","IL - Illinois","60061","847-549-9616","MM 450 Gurnee","710;87;777;65;610;1372","","11/28/2024","42.2387789","-87.94369138492141"
"1165","NORTHBROOK IL","Store","1072 Willow Rd","","Northbrook","IL - Illinois","60062","847-205-2305","MISCELLANEOUS","710;87;777;65;610;1372","10/29/2022","08/08/2024","42.1068663","-87.80540315518914"
"302","SKOKIE IL","Store","5425 Touhy Ave","Village Crossing","Skokie","IL - Illinois","60077","847-933-9170","MM 442 Bucktown","710;87;777;65;610;1372","","11/28/2024","42.0104637","-87.76487664690096"
"1169","ALGONQUIN IL","Store","1561 S Randall Rd","","Algonquin","IL - Illinois","60102","847-458-5768","MISCELLANEOUS","710;87;777;65;610;1372","03/04/2023","08/08/2024","42.1522373","-88.3340384"
"304","BLOOMINGDALE IL","Store","350 W Army Trail Rd","","Bloomingdale","IL - Illinois","60108","630-582-1070","MM 443 Schaumburg","710;87;777;65;610;1372","","11/28/2024","41.9369713","-88.1101644"
"893","DEKALB IL","Store","2074 Sycamore Rd","","Dekalb","IL - Illinois","60115","815-758-0490","MM 435 Rockford","710;87;777;65;610;1372","","11/28/2024","41.9483245","-88.72294078688746"
"387","RANDALL ROAD IL","Store","1876 S Randall Rd","","Geneva","IL - Illinois","60134","630-845-1986","MM 441 Butterfield","710;87;777;65;610;1372","","11/28/2024","41.8678455","-88.34328505211815"
"322","MELROSE PARK IL","Store","1334 Winston Plz","","Melrose Park","IL - Illinois","60160","708-343-2884","MISCELLANEOUS","710;87;777;65;610;1372","04/30/2022","08/08/2024","41.9071539","-87.8502722"
"2657","MELROSE PARK OUTLET","Store","1334 Winston Plz","","Melrose Park","IL - Illinois","60160","708-681-8110","MM 442 Bucktown","710;87;777;65;610;1372","","11/28/2024","41.9071539","-87.8502722"
"305","SCHAUMBURG IL","Store","900 E Golf Rd","","Schaumburg","IL - Illinois","60173","847-843-3515","MM 443 Schaumburg","710;87;777;65;610;1372","","11/28/2024","42.0516489","-88.05668232299958"
"607","SOUTH ELGIN IL","Store","424 Randall Rd","","South Elgin","IL - Illinois","60177","847-695-1492","MM 443 Schaumburg","710;87;777;65;610;1372","","11/28/2024","41.9844979","-88.34396761943201"
"2180","YB Oakbrook IL","Store","1s550 Il Route 83","","Oakbrook Terrace","IL - Illinois","60181","999-999-9999","MISCELLANEOUS","710;87;777;65;610;1372","","06/25/2024","0.0","0.0"
"313","EVANSTON IL","Store","2301 Howard St","","Evanston","IL - Illinois","60202","847-570-0450","MM 442 Bucktown","710;87;777;65;610;1372","","11/28/2024","42.0193384","-87.68794977498081"
"1048","HOMEWOOD IL","Store","17800 S Halsted St","","Homewood","IL - Illinois","60430","708-957-9348","MM 451 Highland","710;87;777;65;610;1372","","11/28/2024","41.549282812239646","-87.63613609348857"
"307","JOLIET IL","Store","3351 Mall Loop Dr","","Joliet","IL - Illinois","60431","815-609-0771","MM 445 Orland Park","710;87;777;65;610;1372","","11/28/2024","41.580781650000006","-88.16546964482305"
"311","BURBANK IL","Store","7600 S Cicero Ave","Burbank Town Center","Burbank","IL - Illinois","60459","708-229-0065","MM 447 Burbank","710;87;777;65;610;1372","","11/28/2024","41.7558838","-87.7424617"
"2447","BURBANK OUTLET","Store","7602 S Cicero Ave","Burbank Town Center","Burbank","IL - Illinois","60459","708-930-1091","MM 447 Burbank","710;87;777;65;610;1372","","11/28/2024","41.73979885","-87.7410347"
"308","ORLAND PARK IL","Store","15854 S La Grange Rd","","Orland Park","IL - Illinois","60462","708-349-9251","MM 445 Orland Park","710;87;777;65;610;1372","","11/28/2024","41.6018373","-87.8570241"
"1066","TINLEY PARK IL","Store","7330 191st St","","Tinley Park","IL - Illinois","60487","815-469-1306","MM 445 Orland Park","710;87;777;65;610;1372","","11/28/2024","41.5488755","-87.79596390173818"
"610","CHICAGO - SVC","Store","1500 Remington Blvd","STE 701","Bolingbrook","IL - Illinois","60490","630-410-4300","Chicago North","710;70;72;65;610","","08/28/2024","41.6557761","-88.13639240052848"
"813","BOLINGBROOK IL","Store","315 N Weber Rd","","Bolingbrook","IL - Illinois","60490","630-759-9708","MM 441 Butterfield","710;87;777;65;610;1372","","11/28/2024","41.70560683489451","-88.12651203045449"
"1228","GSCC CHICAGO","Store","1500 REMINGTON BLVD","","BOLINGBROOK","IL - Illinois","60490","630-410-4200","MISCELLANEOUS","710;87;777;65;610;1372","","08/08/2024","41.6557761","-88.13639240052848"
"1237","CHICAGO SALE EVENT","Store","1500 Remington Blvd","","Bolingbrook","IL - Illinois","60490","630-410-4200","MISCELLANEOUS","710;87;777;65;610;1372","","08/08/2024","41.6557761","-88.13639240052848"
"1687","CHICAGO FLD SVC","Store","1500 REMINGTON BLVD","","BOLINGBROOK","IL - Illinois","60490","630-514-7134","MISCELLANEOUS","710;87;777;65;610;1372","","08/08/2024","41.6557761","-88.13639240052848"
"310","AURORA IL","Store","4400 E New York St","Yorkshire Plaza","Aurora","IL - Illinois","60504","630-851-0122","MM 441 Butterfield","710;87;777;65;610;1372","","11/28/2024","41.7648903","-88.2073494"
"301","BUTTERFIELD ROAD IL","Store","1432 Butterfield Rd","","Downers Grove","IL - Illinois","60515","630-620-9040","MM 441 Butterfield","710;87;777;65;610;1372","","11/28/2024","41.835996050000006","-88.01964608509411"
"3119","IHA MARKET 19","Store","1432 BUTTERFIELD RD","","DOWNERS GROVE","IL - Illinois","60515","888-237-8289","MISCELLANEOUS","710;87;777;65;610;1372","05/02/2024","08/08/2024","41.835996050000006","-88.01964608509411"
"316","75TH AND LEMONT IL","Store","7401 Lemont Rd","","Downers Grove","IL - Illinois","60516","630-663-0171","MM 441 Butterfield","710;87;777;65;610;1372","","11/28/2024","41.752039","-88.010459"
"324","COUNTRYSIDE IL","Store","11 Countryside Plz","","Countryside","IL - Illinois","60525","708-352-5777","MM 447 Burbank","710;87;777;65;610;1372","","11/28/2024","41.784378","-87.87203383718891"
"1170","OSWEGO IL","Store","2600 US Hwy 34","","Oswego","IL - Illinois","60543","630-551-3233","MM 441 Butterfield","710;87;777;65;610;1372","","11/28/2024","0.0","0.0"
"320","NORTH RIVERSIDE IL","Store","2358 Harlem Ave","","North Riverside","IL - Illinois","60546","708-447-2757","MM 447 Burbank","710;87;777;65;610;1372","","11/28/2024","41.8478138","-87.8059949"
"1142","SOUTH LOOP IL","Store","555 W Roosevelt Rd","","Chicago","IL - Illinois","60607","312-733-6635","MM 442 Bucktown","710;87;777;65;610;1372","","11/28/2024","41.8669773","-87.6414266"
"814","BUCKTOWN IL","Store","2100 N Elston Ave","","Chicago","IL - Illinois","60614","773-486-0142","MM 442 Bucktown","710;87;777;65;610;1372","","11/28/2024","41.918963250000004","-87.66966484704264"
"8217","SatlRtl Hyatt McCorm","Store","2233 S DR M Luther King Jr Dr","","Chicago","IL - Illinois","60616","999-999-9999","MISCELLANEOUS","710;87;777;65;610;1372","01/20/2024","07/06/2024","0.0","0.0"
"930","Regency Chicago","Store","11600 S Burley Ave","","Chicago","IL - Illinois","60617","440-287-7432","MISCELLANEOUS","710;87;777;65;1372","","10/29/2024","41.682624700000005","-87.54838925787757"
"323","NORTH AVENUE IL","Store","1000 W North Ave","","Chicago","IL - Illinois","60642","312-988-4067","MM 442 Bucktown","710;87;777;65;610;1372","","11/28/2024","41.911688","-87.6533608755257"
